URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.472",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","ConceptMap/KBV-CM-MIO-LAB-Overview"
http://ihe-d.de/CodeSystems/IHEXDSclassCode,2021-06-25T13:44:47,active,,IHEXDSclassCode, IHEXDSclassCode,"","ValueSet/1.2.276.0.76.11.32--20210625134447"
http://ihe-d.de/CodeSystems/IHEXDStypeCode,2020-02-07T07:55:58,active,,IHEXDStypeCode,IHEXDStypeCode,"","ValueSet/1.2.276.0.76.11.38--20200207075558"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/KBV-VS-MIO-LAB-Laboratory-Specialties-LOINC,ValueSet/1.2.276.0.76.11.32--20210625134447,ValueSet/1.2.276.0.76.11.38--20200207075558"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/lab-specimenAdditive-eu-lab,ValueSet/KBV-VS-MIO-LAB-Laterality-Body-Structure-SNOMED-CT,ValueSet/KBV-VS-MIO-LAB-Bodystructure-Body-Landmark-Clock-Face-Position,ValueSet/KBV-VS-MIO-LAB-Extracorporal-Device-SNOMED-CT,ValueSet/specimen-container-type,ValueSet/KBV-VS-MIO-LAB-Type-Diagram,ValueSet/KBV-VS-MIO-LAB-Specimen-Collection-Method-SNOMED-CT,ValueSet/KBV-VS-MIO-LAB-Observation-Methods,ValueSet/KBV-VS-Base-Diagnosis-SNOMED-CT,ValueSet/KBV-VS-MIO-LAB-Specimen-Condition,ValueSet/KBV-VS-MIO-LAB-Specimen-Type-SNOMED-CT,ConceptMap/KBV-CM-MIO-LAB-Overview,ValueSet/KBV-VS-MIO-LAB-Laboratory-Analyzer-SNOMED-CT,ValueSet/KBV-VS-MIO-LAB-Observation-Laboratory-Study-Value-SNOMED-CT,ValueSet/KBV-VS-MIO-LAB-Body-Structures-SNOMED-CT,ValueSet/KBV-VS-MIO-LAB-Localisation-Body-Structure-SNOMED-CT"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/KBV-VS-MIO-LAB-Data-Absent-Reason,ConceptMap/KBV-CM-MIO-LAB-Overview"
http://terminology.hl7.org/CodeSystem/sex-parameter-for-clinical-use,2.0.0,active,"2.16.840.1.113883.4.642.4.2038",SexParameterForClinicalUseCS,Sex Parameter For Clinical Use,"A summary parameter that provides guidance on how a receiver should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc..","ConceptMap/KBV-CM-MIO-LAB-Overview,ValueSet/KBV-VS-MIO-LAB-EHDSIReferenceRangeAppliesTo"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/relatedperson-relationshiptype"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ConceptMap/KBV-CM-MIO-LAB-Overview,ValueSet/KBV-VS-MIO-LAB-Identifier-Type"
http://terminology.hl7.org/CodeSystem/v2-0373,2.0.0,active,"2.16.840.1.113883.18.231",Treatment,treatment,"Code system of concepts that identify the specimen treatment performed during lab processing.  Used in the Interaction Specimen Container Detail (SAC) segment in HL7 Version 2.x messaging.","ConceptMap/KBV-CM-MIO-LAB-Overview"
http://terminology.hl7.org/CodeSystem/v2-0493,3.0.0,active,"2.16.840.1.113883.18.317",SpecimenCondition,specimenCondition,"Code system of concepts specifying a mode or state of being that describes the nature of the specimen.  Used in HL7 Version 2.x messaging in the SPM segment.","ValueSet/KBV-VS-MIO-LAB-Specimen-Condition,ConceptMap/KBV-CM-MIO-LAB-Overview"
http://terminology.hl7.org/CodeSystem/v2-0916,2.0.0,active,"2.16.840.1.113883.18.422",RelevantClincialInformation,relevantClincialInformation,"Code system of concepts specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies. Used in HL7 Version 2.x messaging in the OBR segment.","ConceptMap/KBV-CM-MIO-LAB-Overview"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation,ConceptMap/KBV-CM-MIO-LAB-Overview"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/relatedperson-relationshiptype"
http://unitsofmeasure.org,3.0.1,active,,UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/duration-units"
https://fhir.kbv.de/CodeSystem/KBV_CS_Base_Role_Care,1.8.0,active,,KBV_CS_Base_Role_Care,KBV_CS_Base_Role_Care,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für KBV_CS_Base_Role_Care.","ValueSet/KBV-VS-Base-Role-Care"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_AdministrativeGender_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_AdministrativeGender_German,AdministrativeGender German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für AdministrativeGender German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Bodystructure_Body_Landmark_Clock_Face_Position_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Bodystructure_Body_Landmark_Clock_Face_Position_German,Bodystructure Clock Face Position SNOMED CT® German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Bodystructure Clock Face Position SNOMED CT® German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_CommonLanguages_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_CommonLanguages_German,Bevorzugte Sprache German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Bevorzugte Sprache German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_CommonUCUMCodesForDuration_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_CommonUCUMCodesForDuration_German,Common UCUM Codes for Duration German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Common UCUM Codes for Duration German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_ContactEntityType_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_ContactEntityType_German,Contact entity type German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Contact entity type German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_ContactPointSystem_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_ContactPointSystem_German,ContactPointSystem German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für ContactPointSystem German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_DataAbsentReason_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_DataAbsentReason_German,DataAbsentReason German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für DataAbsentReason German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Data_Absent_Reason_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Data_Absent_Reason_German,Nichtvorhandensein LOINC® German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Nichtvorhandensein LOINC® German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_DeviceNameType_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_DeviceNameType_German,DeviceNameType German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für DeviceNameType German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Diagnostic_ReportStatus_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Diagnostic_ReportStatus_German,Status Gesamtbefund German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Status Gesamtbefund German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_EHDSIReferenceRangeAppliesTo_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_EHDSIReferenceRangeAppliesTo_German,Kollektivbezug German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Kollektivbezug German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Extracorporal_Device_SNOMED_CT_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Extracorporal_Device_SNOMED_CT_German,Außerkörperliche Quellen SNOMED CT® German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Außerkörperliche Quellen SNOMED CT® German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Hl7VSRelevantClincialInformation_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Hl7VSRelevantClincialInformation_German,hl7VS-relevantClincialInformation German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für hl7VS-relevantClincialInformation German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Identifier_Type_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Identifier_Type_German,Identifier Type German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Identifier Type German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_LabSpecimenAdditiveEu_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_LabSpecimenAdditiveEu_German,Specimen Additive German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Specimen Additive German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Localisation_Body_Structure_SNOMED_CT_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Localisation_Body_Structure_SNOMED_CT_German,Lokalisation innerhalb Körperstelle SNOMED CT® German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Lokalisation innerhalb Körperstelle SNOMED CT® German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Marital_Status_Codes_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Marital_Status_Codes_German,MaritalStatus German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für MaritalStatus German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_ObservationInterpretationCodes_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_ObservationInterpretationCodes_German,Observation Interpretation Codes German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Observation Interpretation Codes German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_ObservationReferenceRangeMeaningCodes_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_ObservationReferenceRangeMeaningCodes_German,Observation Reference Range Meaning Codes German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Observation Reference Range Meaning Codes German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Observation_Status_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Observation_Status_German,Status Laboruntersuchung German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Status Laboruntersuchung German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_PatientRelationshipType_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_PatientRelationshipType_German,PatientRelationshipType German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für PatientRelationshipType German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Provenance_Activity_Type_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Provenance_Activity_Type_German,Typisierung Freigabe German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Typisierung Freigabe German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_QuantityComparator_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_QuantityComparator_German,QuantityComparator German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für QuantityComparator German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_RequestPriority_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_RequestPriority_German,Request priority German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Request priority German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Secondary_Status,1.0.0-update,draft,,KBV_CS_MIO_LAB_Secondary_Status,KBV_CS_MIO_LAB_Secondary_Status,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für KBV_CS_MIO_LAB_Secondary_Status.","ValueSet/KBV-VS-MIO-LAB-Secondary-Status"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_SexParameterForClinicalUse_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_SexParameterForClinicalUse_German,Sex Parameter for Clinical Use German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Sex Parameter for Clinical Use German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_SpecimenProcessingProcedure_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_SpecimenProcessingProcedure_German,Specimen processing procedure German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Specimen processing procedure German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_SpecimenStatus_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_SpecimenStatus_German,SpecimenStatus German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für SpecimenStatus German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Specimen_Condition_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Specimen_Condition_German,Zustand Probe German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Zustand Probe German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Test_Profil_Laboruntersuchungsgruppe,1.0.0-update,draft,,KBV_CS_MIO_LAB_Test_Profil_Laboruntersuchungsgruppe,KBV_CS_MIO_LAB_Test_Profil_Laboruntersuchungsgruppe,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für KBV_CS_MIO_LAB_Test_Profil_Laboruntersuchungsgruppe.","ValueSet/KBV-VS-MIO-LAB-Laboruntersuchungsgruppe"
https://fhir.kbv.de/CodeSystem/KBV_CS_MIO_LAB_Type_Diagram_German,1.0.0-update,draft,,KBV_CS_MIO_LAB_Type_Diagram_German,Typisierung Messdiagramm German,"Dieses Codesystem enthält die Codes für deutsche Bezeichner für Typisierung Messdiagramm German.","ConceptMap/KBV-CM-MIO-LAB-Overview"
https://fhir.kbv.de/CodeSystem/KBV_CS_SFHIR_BAR2_ARZTNRFACHGRUPPE,1.03,active,"1.2.276.0.76.3.1.1.5.2.23",KBV_CS_SFHIR_BAR2_ARZTNRFACHGRUPPE,,"zweistellige Fachgruppencodierung für die 8.+9. Stelle der LANR, BAR-Schlüsselverzeichnis, Anlage 35","ValueSet/KBV-VS-SFHIR-BAR2-ARZTNRFACHGRUPPE"
urn:ietf:bcp:47,2.0.1,active,,Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/KBV-VS-Base-CommonLanguages,ConceptMap/KBV-CM-MIO-LAB-Overview"
